id,x,y,color,color_weight,cluster,PCA_100_cluster_2_without_concat,PCA_100_cluster_20_without_concat,PCA_500_cluster_2_without_concat,PCA_500_cluster_20_without_concat,PCA_100_cluster_2_with_concat,PCA_100_cluster_20_with_concat,PCA_500_cluster_2_with_concat,PCA_500_cluster_20_with_concat,PCA_500_cluster_10_without_concat,PCA_500_cluster_10_with_concat,object.1
IMG4089_4,-0.780678081,-71.41728035,"[[116.79351475 114.53755484  65.28897163]
 [137.41120248 136.9471674   88.13084389]
 [ 77.95006211  63.62385093  22.47801242]]","[0.5337583333333333, 0.44945416666666665, 0.0167875]",IMG4089,1,1,1,14,1,12,1,12,1,2,Unknow
IMG4089_5,-0.780678081,-71.41728035,"[[133.50779342 128.07326308  80.61962205]
 [150.97582727 145.17996868 101.65393985]
 [118.36698023 113.0238673   60.2415451 ]]","[0.4584625, 0.25426666666666664, 0.2872708333333333]",IMG4089,1,1,1,14,1,12,1,12,5,2,Unknow
IMG4090_1,23.51932192,-65.71728035,"[[137.46267732 144.7551408  142.99700099]
 [ 88.05682958  75.9904305   56.58092464]
 [123.37186904 109.05742588  80.83452076]]","[0.41694166666666665, 0.24277916666666666, 0.3402791666666667]",IMG4090,1,13,1,9,1,14,1,14,8,4,Unknow
IMG4090_2,23.51932192,-65.71728035,"[[ 85.81723498  83.72076369  69.51406285]
 [160.01810048 158.80430145 147.3517894 ]
 [117.06694051 110.64651373  91.89680092]]","[0.12116666666666667, 0.5984041666666666, 0.2804291666666667]",IMG4090,1,1,1,14,1,14,1,14,5,4,Unknow
IMG4090_3,23.51932192,-65.71728035,"[[122.05385233 116.10780883  94.24846342]
 [164.26499092 163.47870806 148.18384562]
 [ 79.57220297  62.11031631  34.09997765]]","[0.6799375, 0.24549166666666666, 0.07457083333333334]",IMG4090,1,18,1,18,1,14,1,14,5,4,Unknow
IMG4090_4,23.51932192,-65.71728035,"[[114.4634577  105.61560931  84.5499973 ]
 [182.10073356 171.35892062 146.64101389]
 [ 78.83505389  67.72028237  53.45703659]]","[0.771525, 0.1648375, 0.0636375]",IMG4090,1,1,1,14,1,14,1,14,5,4,Unknow
IMG4090_5,23.51932192,-65.71728035,"[[120.03729413 109.17081802  86.74043827]
 [130.33319019 137.37658562 141.45991896]
 [ 84.47140555  73.46743007  57.48021502]]","[0.3784416666666667, 0.3061583333333333, 0.3154]",IMG4090,1,13,1,9,1,14,1,14,8,4,Unknow
IMG4091_1,-10.08067808,-9.01728035,"[[179.60615732 180.2619219  181.22625618]
 [105.2595109  108.95297364  92.78247217]
 [ 56.80220396  63.31276729  30.03317156]]","[0.21837916666666668, 0.5207208333333333, 0.2609]",IMG4091,0,3,0,0,0,3,0,3,2,7,patio
IMG4091_2,-10.08067808,-9.01728035,"[[171.29285601 172.19532148 172.77317053]
 [ 60.04263922  60.7959542   41.38883347]
 [126.27194317 119.20294189 109.16249525]]","[0.3128708333333333, 0.24159166666666668, 0.4455375]",IMG4091,0,3,0,8,0,3,0,3,2,7,patio
IMG4091_3,-10.08067808,-9.01728035,"[[178.95091523 181.30766351 184.89243488]
 [109.54338154 104.60720245 108.74162264]
 [ 61.13686079  50.00474638  49.64307235]]","[0.11974583333333333, 0.7791708333333334, 0.10108333333333333]",IMG4091,0,3,0,0,0,3,0,3,2,7,patio
IMG4091_4,-10.08067808,-9.01728035,"[[175.90974554 177.48093006 180.59122783]
 [118.78332814 111.11694722 105.7429733 ]
 [ 67.85903154  62.17474248  37.708693  ]]","[0.4195333333333333, 0.3209458333333333, 0.2595208333333333]",IMG4091,0,3,0,8,0,3,0,3,2,7,patio
IMG4091_5,-10.08067808,-9.01728035,"[[173.77511771 176.30879876 179.1242171 ]
 [117.87585181 109.19845706 101.02488215]
 [ 57.18963497  60.10029814  29.63326362]]","[0.28144166666666665, 0.33305833333333335, 0.3855]",IMG4091,0,3,0,8,0,3,0,3,2,7,patio
IMG4092_1,85.51932192,-25.01728035,"[[143.61479516 149.56354871 152.12375582]
 [121.95703683 109.00929864  98.36889777]
 [199.8626344  202.25872919 204.95936567]]","[0.6420166666666667, 0.2421125, 0.11587083333333334]",IMG4092,1,8,1,13,1,18,1,18,3,5,Unknow
IMG4092_2,85.51932192,-25.01728035,"[[144.71531759 147.04066892 145.57514053]
 [119.33601177  97.98329289  82.18521023]
 [150.79459433 154.9671749  156.78989012]]","[0.296525, 0.598725, 0.10475]",IMG4092,1,1,1,13,1,18,1,18,3,5,Unknow
IMG4092_3,85.51932192,-25.01728035,"[[146.9776192  150.16475841 151.73706745]
 [ 81.01162791  72.72878778  65.98567898]
 [130.36152401 129.5639018  126.16893927]]","[0.5207541666666666, 0.3475958333333333, 0.13165]",IMG4092,1,8,1,13,1,18,1,18,3,5,Unknow
IMG4092_4,85.51932192,-25.01728035,"[[112.11791333 114.57286847 110.74355209]
 [193.56853654 195.45137913 197.85445684]
 [140.38288252 141.88321466 144.25184426]]","[0.3571875, 0.4145583333333333, 0.22825416666666667]",IMG4092,0,7,0,3,1,18,1,18,7,5,Unknow
IMG4092_5,85.51932192,-25.01728035,"[[195.05673522 196.77578182 199.34903565]
 [132.68903226 132.57775042 131.72111205]
 [106.6656157  109.02090123 101.84116834]]","[0.27392083333333334, 0.49066666666666664, 0.2354125]",IMG4092,1,7,0,3,1,18,1,18,7,5,Unknow
IMG4093_1,9.419321918,-66.61728035,"[[132.92268452 118.08129954  67.79301762]
 [107.92881579  78.18953012  29.22407723]
 [163.1650388  154.69943509 100.87917745]]","[0.33468333333333333, 0.5075958333333334, 0.15772083333333334]",IMG4093,1,8,1,13,1,12,1,12,3,4,sliding_door
IMG4093_2,9.419321918,-66.61728035,"[[134.45653202 126.01547071  79.9455455 ]
 [112.26178973  88.62651211  36.96052126]
 [191.64274962 181.3827145  123.43928751]]","[0.5521375, 0.41462916666666666, 0.03323333333333333]",IMG4093,1,13,1,9,1,12,1,12,8,4,sliding_door
IMG4093_3,9.419321918,-66.61728035,"[[ 99.13296835  80.02267387  34.80785127]
 [137.64737021 127.95522956  77.79156827]
 [185.70057821 174.53603828 113.05782076]]","[0.5000208333333334, 0.4162708333333333, 0.08370833333333333]",IMG4093,1,8,1,1,1,12,1,12,3,4,sliding_door
IMG4093_4,9.419321918,-66.61728035,"[[112.17065436  91.04856312  38.17520339]
 [195.65687479 184.97140623 124.19300793]
 [135.86990594 128.04327395  77.89241327]]","[0.38100833333333334, 0.5816833333333333, 0.03730833333333333]",IMG4093,1,1,1,14,1,12,1,12,1,4,sliding_door
IMG4093_5,9.419321918,-66.61728035,"[[135.11870552 128.41950121  82.22320684]
 [109.80645126  94.45375116  45.13828154]
 [195.67917659 181.89091164 123.57316902]]","[0.38535, 0.5849, 0.02975]",IMG4093,1,1,1,14,1,12,1,12,9,4,sliding_door
IMG4094_1,55.61932192,-11.11728035,"[[102.68105658  94.80902514  89.50929838]
 [ 59.20721123  56.44298555  55.74822555]
 [159.7057809  148.87128713 128.09575216]]","[0.6922541666666666, 0.06524166666666667, 0.24250416666666666]",IMG4094,1,18,1,4,1,2,1,2,5,4,Unknow
IMG4094_2,55.61932192,-11.11728035,"[[109.92963328  98.4709287   91.26397848]
 [171.30899585 153.07211105 131.37461691]
 [ 65.04897555  49.18047833  44.255922  ]]","[0.8674666666666667, 0.109425, 0.023108333333333335]",IMG4094,1,1,1,4,1,2,1,2,5,4,Unknow
IMG4094_3,55.61932192,-11.11728035,"[[105.81962062  98.59918657  94.46983815]
 [142.6560643  151.72145921 157.8707056 ]
 [ 51.24305934  42.53260751  44.30528035]]","[0.42352083333333335, 0.4999708333333333, 0.07650833333333333]",IMG4094,1,13,1,9,1,2,1,2,9,4,Unknow
IMG4094_4,55.61932192,-11.11728035,"[[138.80590465 145.94225784 153.49970469]
 [103.21120067  93.46821864  90.6807828 ]
 [ 74.93117916  57.83511334  50.61720793]]","[0.5079125, 0.4155333333333333, 0.07655416666666667]",IMG4094,1,13,1,9,1,2,1,2,8,4,Unknow
IMG4094_5,55.61932192,-11.11728035,"[[100.06792948  86.58433341  74.85280524]
 [206.35445862 217.61642739 218.25813648]
 [151.2371176  140.14293989 114.54142532]]","[0.7326541666666667, 0.07287083333333333, 0.194475]",IMG4094,1,8,1,13,1,2,1,2,3,4,Unknow
IMG4095_1,44.21932192,5.982719649,"[[124.5850153  111.14853964  81.58880932]
 [155.36099222 139.06298889 102.81691581]
 [ 76.75330773  60.43768673  44.06505193]]","[0.39515833333333333, 0.48757083333333334, 0.11727083333333334]",IMG4095,1,0,1,6,1,1,1,1,1,2,Unknow
IMG4095_2,44.21932192,5.982719649,"[[153.89990823 114.98549807  49.21188073]
 [ 87.75238263  76.31929096  44.72135281]
 [137.95670751 137.05744335 108.85584385]]","[0.22813333333333333, 0.4494875, 0.32237916666666666]",IMG4095,1,8,1,10,1,1,1,1,1,2,Unknow
IMG4095_3,44.21932192,5.982719649,"[[ 80.14348776  75.94540217  45.10306213]
 [161.13302858 120.25806699  49.88425784]
 [110.86784413 112.35547969 102.48083888]]","[0.08967083333333334, 0.8018625, 0.10846666666666667]",IMG4095,1,8,1,13,1,1,1,1,3,2,Unknow
IMG4095_4,44.21932192,5.982719649,"[[111.92110915 119.00498555 121.43724948]
 [ 84.49477268  86.41941715  79.59729097]
 [163.25297372 166.07399723 165.01825726]]","[0.7973041666666667, 0.17264166666666667, 0.030054166666666667]",IMG4095,1,0,1,18,1,1,1,1,1,2,Unknow
IMG4095_5,44.21932192,5.982719649,"[[117.89531086 122.04250045 113.77120105]
 [ 95.0962574   77.81852307  48.26904257]
 [154.10262015 137.38181445  97.11225867]]","[0.5294583333333334, 0.1864375, 0.28410416666666666]",IMG4095,1,0,1,6,1,1,1,1,1,2,Unknow
IMG4096_1,-96.98067808,45.28271965,"[[161.9554917  165.0609058  169.25519029]
 [117.86292173 115.33369953 112.84575948]
 [ 67.11921154  57.69499198  48.14198812]]","[0.7408458333333333, 0.1706875, 0.08846666666666667]",IMG4096,0,3,0,0,0,7,0,7,2,7,water_tower
IMG4096_2,-96.98067808,45.28271965,"[[102.70273538  99.40619872  89.53383756]
 [165.35636198 174.06599267 191.17690452]
 [ 64.88523436  55.52737162  37.78361862]]","[0.5319125, 0.33797916666666666, 0.13010833333333333]",IMG4096,0,11,0,11,0,7,0,7,2,7,water_tower
IMG4096_3,-96.98067808,45.28271965,"[[ 78.60303934  67.70554609  58.32893055]
 [136.33564065 138.71313301 140.99753264]
 [119.74853314 118.34037718 117.67383473]]","[0.11735, 0.5702375, 0.3124125]",IMG4096,1,12,1,13,0,7,0,7,6,7,water_tower
IMG4096_4,-96.98067808,45.28271965,"[[198.09629173 206.03792392 203.25677143]
 [124.79147982 124.9630341  117.82753194]
 [ 88.63859237  81.39460647  69.80586343]]","[0.49216666666666664, 0.08188333333333334, 0.42595]",IMG4096,0,10,0,16,0,7,0,7,0,7,water_tower
IMG4096_5,-96.98067808,45.28271965,"[[153.99386144 153.21397252 149.33476427]
 [ 80.81445878  69.26858679  60.76172699]
 [185.75847178 195.40633059 207.92343909]]","[0.27808333333333335, 0.4991083333333333, 0.22280833333333333]",IMG4096,0,3,0,0,0,7,0,7,2,7,water_tower
IMG4097_1,-51.38067808,30.08271965,"[[167.30267153 164.45666556 169.79062645]
 [ 74.85602827  73.14607545  54.41655603]
 [119.26463058 121.9966786  116.57973083]]","[0.3143458333333333, 0.4819125, 0.20374166666666665]",IMG4097,0,10,0,16,0,15,0,15,7,3,sliding_door
IMG4097_2,-51.38067808,30.08271965,"[[129.74626064 142.32310844 140.23843505]
 [ 91.03720973 100.92022722  91.6628948 ]
 [224.99966285 237.93807597 241.8764891 ]]","[0.5045083333333333, 0.45845, 0.03704166666666667]",IMG4097,0,7,0,3,0,15,0,15,7,3,sliding_door
IMG4097_3,-51.38067808,30.08271965,"[[ 68.45023955  59.49781872  51.15483192]
 [171.29829196 174.15928361 181.67814574]
 [104.68587206 102.65451436  95.60628307]]","[0.21365416666666667, 0.6505458333333334, 0.1358]",IMG4097,1,10,1,16,0,15,0,15,9,3,sliding_door
IMG4097_4,-51.38067808,30.08271965,"[[ 40.49802321  38.72939696  35.27920412]
 [ 97.36948012  95.03994903  86.96557594]
 [150.33919255 154.04682789 152.40568741]]","[0.333825, 0.408725, 0.25745]",IMG4097,0,5,0,3,0,15,0,15,7,3,sliding_door
IMG4097_5,-51.38067808,30.08271965,"[[ 53.43294503  52.64946124  49.9554257 ]
 [223.22790217 224.17893594 227.13982598]
 [144.5161011  144.59952524 144.25916449]]","[0.2376, 0.42849583333333335, 0.33390416666666667]",IMG4097,0,7,0,3,0,15,0,15,7,3,sliding_door
IMG4098_1,49.91932192,-7.11728035,"[[120.42290282 130.58946633 135.61767046]
 [ 83.8183218   75.59762976  67.31964533]
 [180.52735482 192.34667139 198.03806657]]","[0.47115833333333335, 0.04705, 0.4817916666666667]",IMG4098,1,13,1,9,1,8,1,8,8,9,Unknow
IMG4098_2,49.91932192,-7.11728035,"[[138.03163045 145.15520496 148.88467021]
 [ 88.28069911  63.04041198  50.24861706]
 [113.82924241 108.31843018  99.41639172]]","[0.2163, 0.38737916666666666, 0.39632083333333334]",IMG4098,1,7,1,13,1,8,1,8,7,9,Unknow
IMG4098_3,49.91932192,-7.11728035,"[[141.94737031 143.86284893 142.15163532]
 [ 81.59576304  61.78509219  48.11003008]
 [116.54614312 104.80504671  91.75106302]]","[0.4930791666666667, 0.3478791666666667, 0.15904166666666666]",IMG4098,1,8,1,13,1,8,1,8,3,9,Unknow
IMG4098_4,49.91932192,-7.11728035,"[[144.90448141 147.19328319 144.3121729 ]
 [103.42435862  85.69704656  67.04595403]
 [162.65226863 169.20730794 168.20421049]]","[0.19346666666666668, 0.24805416666666666, 0.5584791666666666]",IMG4098,1,9,1,5,1,8,1,8,6,9,Unknow
IMG4098_5,49.91932192,-7.11728035,"[[134.19026392 127.10127324 114.08919516]
 [ 98.93873961  97.74770952  92.27581101]
 [ 62.87848395  50.37212843  47.32830189]]","[0.5682375, 0.3055333333333333, 0.12622916666666667]",IMG4098,1,13,1,14,1,8,1,8,8,9,Unknow
IMG4099_1,57.41932192,-67.41728035,"[[ 88.24421038  47.66838728  16.69270833]
 [163.69341129 116.39732979  44.76719269]
 [144.36177388  93.4610336   35.09396997]]","[0.5238166666666667, 0.2973, 0.17888333333333334]",IMG4099,1,2,1,10,1,11,1,11,1,9,Unknow
IMG4099_2,57.41932192,-67.41728035,"[[159.34798317 148.87477128 101.49786138]
 [ 99.93401484  62.31243108  21.30414568]
 [156.55882597 109.39929047  46.54658334]]","[0.5025708333333333, 0.35744166666666666, 0.1399875]",IMG4099,1,2,1,10,1,11,1,11,1,9,Unknow
IMG4099_3,57.41932192,-67.41728035,"[[156.7730115  115.97138412  56.52813277]
 [152.95382202 160.90223273 129.6618162 ]
 [ 92.87478941  63.88588321  23.6971296 ]]","[0.18345416666666667, 0.1311875, 0.6853583333333333]",IMG4099,1,2,1,10,1,11,1,11,1,9,Unknow
IMG4099_4,57.41932192,-67.41728035,"[[185.88432975 142.18310999  74.4074804 ]
 [156.56478277 103.10846108  40.4357959 ]
 [101.99143483  54.9387558   15.57283617]]","[0.7344125, 0.06475, 0.2008375]",IMG4099,1,2,1,10,1,11,1,11,1,9,Unknow
IMG4099_5,57.41932192,-67.41728035,"[[167.7332911  116.07048005  47.92746878]
 [ 81.71839986  41.8273204   13.6401983 ]
 [134.64064621  81.00253929  28.23676722]]","[0.6650958333333333, 0.18967916666666668, 0.145225]",IMG4099,1,2,1,10,1,11,1,11,1,9,Unknow
IMG4100_1,26.11932192,-77.51728035,"[[102.95930008  95.8616357   82.69847265]
 [127.98628569 129.01929981 126.09869998]
 [ 61.01307496  48.05249148  36.59946763]]","[0.4256666666666667, 0.37847916666666664, 0.19585416666666666]",IMG4100,1,0,1,6,1,1,1,1,1,2,Unknow
IMG4100_2,26.11932192,-77.51728035,"[[128.86468219 122.86789104 113.65162832]
 [ 91.49166385  85.09326135  73.84292135]
 [197.05156521 209.08811719 216.75125491]]","[0.3051375, 0.6036708333333334, 0.09119166666666667]",IMG4100,1,0,1,6,1,1,1,1,9,2,Unknow
IMG4100_3,26.11932192,-77.51728035,"[[106.20774011 103.14536956  94.55055886]
 [ 87.48846753  84.39329486  71.39455894]
 [113.07734588 118.76716986 122.50122071]]","[0.22745833333333335, 0.4465708333333333, 0.3259708333333333]",IMG4100,1,15,1,12,1,1,1,1,6,2,Unknow
IMG4100_4,26.11932192,-77.51728035,"[[110.0100956   95.56658975  80.23269326]
 [143.89637278 136.02714426 129.43263166]
 [119.14263422 120.27784233 121.84836238]]","[0.7419041666666667, 0.15701666666666667, 0.10107916666666666]",IMG4100,1,0,1,6,1,1,1,1,1,2,Unknow
IMG4100_5,26.11932192,-77.51728035,"[[191.53815382 187.71037104 184.45954595]
 [135.03037922 134.5104241  131.42785303]
 [119.28087411 107.17605529  91.88655211]]","[0.8468375, 0.1115, 0.0416625]",IMG4100,1,0,1,6,1,1,1,1,1,2,Unknow
IMG4101_1,58.51932192,-56.61728035,"[[204.98764353 209.49902207 203.06944476]
 [ 91.19027757  91.23591552  83.3553568 ]
 [141.42760665 137.97293362 124.01578726]]","[0.18118333333333334, 0.2383375, 0.5804791666666667]",IMG4101,1,13,1,10,1,14,1,14,8,4,cinema
IMG4101_2,58.51932192,-56.61728035,"[[140.28715391 131.58313568 113.09634275]
 [101.64623891  82.14235934  63.51359011]
 [ 84.57091011 108.44274157 115.918     ]]","[0.3708208333333333, 0.269025, 0.36015416666666666]",IMG4101,1,13,1,9,1,14,1,14,8,4,cinema
IMG4101_3,58.51932192,-56.61728035,"[[111.0278614  115.52248279 105.10253675]
 [ 97.76508606  77.79273277  55.29354689]
 [173.06963712 157.6227224  132.32289083]]","[0.136, 0.614025, 0.249975]",IMG4101,1,1,1,14,1,14,1,14,5,4,cinema
IMG4101_4,58.51932192,-56.61728035,"[[ 89.89530143  74.76949776  55.99810147]
 [166.85501465 158.04884402 135.97354282]
 [124.67746342 117.27651726  94.78336266]]","[0.5394416666666667, 0.3574625, 0.10309583333333333]",IMG4101,1,13,1,14,1,14,1,14,8,4,cinema
IMG4101_5,58.51932192,-56.61728035,"[[ 93.5728394   71.61311359  53.29564964]
 [137.86573032 119.19666604  89.7472519 ]
 [ 89.89467114 101.7631884   99.93925164]]","[0.2000125, 0.4206666666666667, 0.37932083333333333]",IMG4101,1,1,1,14,1,14,1,14,8,4,cinema
IMG4102_1,-2.780678082,34.18271965,"[[129.22303353 135.47906601 140.81438549]
 [ 62.6330844   36.48013245  34.23136537]
 [115.12717312  98.12359436  73.86816262]]","[0.24566666666666667, 0.5766875, 0.17764583333333334]",IMG4102,1,19,1,14,1,11,1,11,8,4,altar
IMG4102_2,-2.780678082,34.18271965,"[[128.97320798 135.52191004 140.00641269]
 [ 99.13806124  75.7917989   65.48426481]
 [136.52787258 121.31519584  99.30565578]]","[0.4600166666666667, 0.2836625, 0.25632083333333333]",IMG4102,1,1,1,14,1,11,1,11,1,4,altar
IMG4102_3,-2.780678082,34.18271965,"[[ 97.40465123  81.03045086  63.06007333]
 [130.65689253 130.73983809 130.06600373]
 [192.30680466 198.42966334 201.77058054]]","[0.5882333333333334, 0.27157916666666665, 0.1401875]",IMG4102,1,8,1,14,1,11,1,11,3,4,altar
IMG4102_4,-2.780678082,34.18271965,"[[118.66160187 126.6250203  135.00635524]
 [100.13676628  82.18081449  66.48484416]
 [162.74429842 160.65971187 150.06950278]]","[0.29210833333333336, 0.6154875, 0.09240416666666666]",IMG4102,1,8,1,13,1,11,1,11,3,4,altar
IMG4102_5,-2.780678082,34.18271965,"[[117.59620171  87.49830714  60.88584946]
 [118.78339317 128.54374416 135.56095185]
 [ 79.57306989  57.94016015  40.86430499]]","[0.7183916666666667, 0.09600416666666667, 0.18560416666666665]",IMG4102,1,19,1,14,1,11,1,11,5,4,altar
IMG4103_1,49.41932192,4.98271965,"[[133.40820284 135.54688159 108.82293607]
 [ 86.40106223  58.05641848  27.12794869]
 [151.08746101 107.45953922  49.78854086]]","[0.5436791666666667, 0.24816666666666667, 0.20815416666666667]",IMG4103,1,0,1,6,1,11,1,11,1,2,Unknow
IMG4103_2,49.41932192,4.98271965,"[[118.11840586 104.84383503  73.87820776]
 [ 80.04947634  70.73740802  45.57857028]
 [153.70476851 152.27681027 122.50609197]]","[0.38847916666666665, 0.42556666666666665, 0.18595416666666667]",IMG4103,1,1,1,10,1,11,1,11,1,2,Unknow
IMG4103_3,49.41932192,4.98271965,"[[134.83597219 140.0724617  120.17217737]
 [105.49743736 104.976082    82.28748102]
 [ 70.93985957  46.47250772  21.66944812]]","[0.4391791666666667, 0.12282916666666667, 0.43799166666666667]",IMG4103,1,1,1,4,1,11,1,11,5,2,Unknow
IMG4103_4,49.41932192,4.98271965,"[[123.52247572 119.20915407  94.11945371]
 [ 95.46446438  86.11636624  59.19032796]
 [141.74952732 149.24688032 147.26189576]]","[0.26224583333333334, 0.4731416666666667, 0.2646125]",IMG4103,1,12,1,1,1,11,1,11,3,2,Unknow
IMG4103_5,49.41932192,4.98271965,"[[111.60927893 109.64752625  86.08812472]
 [132.23038647 134.51039694 109.45776908]
 [ 84.16432222  70.13566198  41.23001949]]","[0.3310208333333333, 0.589975, 0.07900416666666667]",IMG4103,1,18,1,4,1,11,1,11,5,2,Unknow
IMG4104_1,19.11932192,-60.91728035,"[[116.54233959 113.33112477  89.85341743]
 [ 86.22111251  71.93144978  40.32488584]
 [181.21803452 167.49735822 131.40197253]]","[0.7848875, 0.059083333333333335, 0.15602916666666666]",IMG4104,1,18,1,18,1,14,1,14,5,4,medicine_chest
IMG4104_2,19.11932192,-60.91728035,"[[ 82.80272776  67.90574658  36.82621497]
 [107.61507614 106.07220834  85.14916757]
 [177.5051364  157.55731682 114.35111232]]","[0.8155083333333333, 0.12311666666666667, 0.061375]",IMG4104,1,1,1,14,1,14,1,14,5,4,medicine_chest
IMG4104_3,19.11932192,-60.91728035,"[[165.93448569 155.97484374 145.04506521]
 [ 88.32121853  73.37781428  51.1180045 ]
 [117.6364039  115.10241097  95.57256135]]","[0.58295, 0.36315, 0.0539]",IMG4104,1,13,1,9,1,14,1,14,8,4,medicine_chest
IMG4104_4,19.11932192,-60.91728035,"[[129.41276919 125.76888633 115.36071531]
 [ 87.79470775  78.76017354  63.84020722]
 [189.13585697 174.83166499 147.42864012]]","[0.44898333333333335, 0.09545833333333334, 0.45555833333333334]",IMG4104,1,13,1,9,1,14,1,14,8,4,medicine_chest
IMG4104_5,19.11932192,-60.91728035,"[[159.57667834 147.92910125 133.32166121]
 [111.4331716  103.5278829   86.02170467]
 [ 82.53661765  59.77016922  33.56277056]]","[0.11020416666666667, 0.7732166666666667, 0.11657916666666666]",IMG4104,1,13,1,9,1,14,1,14,8,4,medicine_chest
IMG4105_1,29.31932192,-72.71728035,"[[120.28268921 110.60369641  98.62262259]
 [150.75689644 142.78582455 134.45566817]
 [ 96.48541623  87.35309803  72.83585947]]","[0.356275, 0.5817208333333334, 0.062004166666666666]",IMG4105,1,0,1,6,1,8,1,8,6,9,Unknow
IMG4105_2,29.31932192,-72.71728035,"[[ 88.38460782  85.19805596  78.92364311]
 [203.12006876 214.40405673 222.80618823]
 [125.89160558 122.57623855 114.69982736]]","[0.46055, 0.2970833333333333, 0.24236666666666667]",IMG4105,1,0,1,6,1,8,1,8,1,9,Unknow
IMG4105_3,29.31932192,-72.71728035,"[[133.50327406 139.47208839 145.63465245]
 [ 94.21931497  88.87248647  77.50737148]
 [ 54.83347686  46.37411195  39.78552207]]","[0.5422166666666667, 0.3803375, 0.07744583333333334]",IMG4105,1,0,1,6,1,8,1,8,1,9,Unknow
IMG4105_4,29.31932192,-72.71728035,"[[108.23178342 104.86783926  99.15544525]
 [148.5918593  154.20799759 159.39414735]
 [ 65.12060875  48.01836821  32.46558867]]","[0.51225, 0.290575, 0.197175]",IMG4105,1,0,1,6,1,8,1,8,1,9,Unknow
IMG4105_5,29.31932192,-72.71728035,"[[ 71.0504451   61.95788633  43.4171422 ]
 [ 93.38299282  92.19183685  77.4715199 ]
 [139.55616483 139.10716878 130.88404161]]","[0.9118458333333334, 0.05167083333333333, 0.03648333333333333]",IMG4105,1,0,1,6,1,8,1,8,6,9,Unknow
IMG4106_1,-116.3806781,53.08271965,"[[145.9413093  147.32119855 150.94615928]
 [195.96838909 203.75816269 208.09953277]
 [ 94.08718966  89.95960131  88.93524395]]","[0.42432916666666665, 0.30017083333333333, 0.2755]",IMG4106,0,11,0,0,0,0,0,0,2,7,Unknow
IMG4106_2,-116.3806781,53.08271965,"[[158.16351572 158.8239916  160.03389283]
 [ 69.85970591  64.0580082   52.37468577]
 [194.63093457 203.30800685 207.64622937]]","[0.3456875, 0.4123375, 0.241975]",IMG4106,0,3,0,0,0,0,0,0,2,7,Unknow
IMG4106_3,-116.3806781,53.08271965,"[[163.90623966 164.87663113 161.19706924]
 [ 81.31009208  70.27223629  61.63434025]
 [120.50395399 116.57446888 110.99789286]]","[0.4154333333333333, 0.3365916666666667, 0.247975]",IMG4106,0,3,0,8,0,0,0,0,2,7,Unknow
IMG4106_4,-116.3806781,53.08271965,"[[169.04503776 170.94707272 172.31160786]
 [ 76.19885665  69.10311655  61.60932506]
 [127.03592337 124.51161686 122.80872031]]","[0.271875, 0.5928, 0.135325]",IMG4106,0,3,0,8,0,0,0,0,2,7,Unknow
IMG4106_5,-116.3806781,53.08271965,"[[146.86122027 150.22053357 155.28177895]
 [ 78.65317475  73.81511117  74.00078513]
 [175.14947107 180.30240303 191.03409952]]","[0.24974166666666667, 0.4315625, 0.31869583333333334]",IMG4106,0,3,0,0,0,0,0,0,2,7,Unknow
IMG4107_1,-26.98067808,53.08271965,"[[150.84895867 157.95535924 161.24621933]
 [198.91810714 203.43383581 207.80863835]
 [126.12792019 120.00108239 111.91934407]]","[0.5843833333333334, 0.23097083333333332, 0.18464583333333334]",IMG4107,1,7,1,13,1,2,1,2,7,9,bookshop
IMG4107_2,-26.98067808,53.08271965,"[[101.29578871  92.49543394  84.71047894]
 [202.19159829 202.82918726 204.34695784]
 [150.67724447 150.96772445 149.37811566]]","[0.3541, 0.32965, 0.31625]",IMG4107,1,16,1,2,1,2,1,2,9,9,bookshop
IMG4107_3,-26.98067808,53.08271965,"[[100.73853806  85.89479527  71.66704152]
 [139.97011866 143.50664564 139.19794386]
 [189.67326105 193.51860272 193.34868622]]","[0.5206041666666666, 0.18998333333333334, 0.2894125]",IMG4107,1,16,1,2,1,2,1,2,9,9,bookshop
IMG4107_4,-26.98067808,53.08271965,"[[136.48232412 135.4879524  125.81141757]
 [106.55976934  88.57285935  65.72609952]
 [196.60462395 196.9590022  190.99246502]]","[0.5948875, 0.08910833333333333, 0.31600416666666664]",IMG4107,1,16,1,2,1,2,1,2,9,9,bookshop
IMG4107_5,-26.98067808,53.08271965,"[[ 81.35570051  75.14567726  69.88233015]
 [138.38422219 114.90545341  90.81379667]
 [189.04600831 185.68675649 179.73684965]]","[0.05822083333333333, 0.7483125, 0.19346666666666668]",IMG4107,1,16,1,2,1,2,1,2,9,9,bookshop
IMG4108_1,8.719321919,-66.01728035,"[[123.67445038 105.24757761  68.19181825]
 [ 80.23982981  66.81266644  46.58973339]
 [143.48519437 133.0312      98.67184225]]","[0.3704625, 0.4935333333333333, 0.13600416666666668]",IMG4108,1,1,1,14,1,14,1,14,8,4,medicine_chest
IMG4108_2,8.719321919,-66.01728035,"[[ 91.50588267  72.7249696   44.65116629]
 [119.68730743 110.29290545  85.11276059]
 [152.40834469 178.16659752 174.02252119]]","[0.6246541666666666, 0.0703375, 0.3050083333333333]",IMG4108,1,13,1,9,1,14,1,14,8,4,medicine_chest
